Author,Comment
@khuongtien2017,Đúng đấy tôi chưa bao h thấy cầu thủ nào xử lý bóng hay như Quyến
@DucNguyen-eu5xj,Tiếc làm cl gì thằng bán độ
@DucNguyen-eu5xj,Đừng nhắc tới văn quyến ở đây vì đồng tiền bán rẻ quốc gia
@tinhphamvantinh6843,Thần đồng con cặc bán độ khác lol bán nước .mù vì tiền
@thanhquy223,VQ bất tài...
@cuongnguyen-ts1ic,"thật tiếc quá. Nhưng ko sao Những Quang Hải, Hoàng Đức sẽ thay thế"
@kunzing455,Nếu ngày ấy tiền thưởng nhiều như bây giờ thì chắc đã không phải như này
@chienbui8398,Văn quyến thực sự quá hay
@thuanmac5689,xem tiến linh  sửa quả bóng ra ngoài lại vào xem quyến :((( baoh mới có cầu thủ  tiền đạo sắt nét như anh :(
@ngyuenlong8486,THẰNG BÌNH LUẬN NÀY NÓI TỐT CHO THẰNG QUYẾN . QUYẾN CHỈ LÀ THẰNG PHẢN BÓNG ĐÁ . HẮN KO CÓ ĐẠO ĐỨC NGHỀ NHIỆP . HẮN CÒN KO THỂ ĐƯƠC NGƯỜI HÂM MỘ YÊU MẾN . HẮN CHỈ LÀ THẰNG HÁM TIỀN NHƯ THẰNG CHỦ CỦA NÓ
@hunguc8771,Cho đến giờ chưa bao giờ quên cái tên văn quyến
@thanggamingtv8188,Có tài mà ko bt giữ phản nước
@DBangel100,Nếu nhận xét về chuyên môn thì QH còn chưa đạt đc đẳng cấp của VQ ngày ấy...  Nhớ hồi ổng ra tù đc Ninh Bình lượm về...  Làm 2 quả siêu phẩm...  Hôm đó ngồi coi luôn...  Nhảy vkl
@ken7823,"Tôi sẽ không bao biện cho Văn Quyến !!! Tuổi trẻ có những sai lầm và không phải sai lầm nào cũng có thể cứu vãn , vậy thôi !!!. Tình yêu bóng đá Việt Nam trong tôi cũng từ đó chết đi  sau khi Văn Quyến bị phán quyết . Cho tới bây giờ chưa có 1 cầu thủ nào có thể thắp sáng ngọn lửa tình yêu bóng đá cuồng nhiệt cho cả đất nước Việt Nam như Văn Quyến đã từng , tất cả thấy phấn khích và cuồng nhiệt trên từng bước chạy của anh . Bóng đá Việt Nam xem vì màu cờ sắc áo chứ chẳng phải là sự háo hức cuồng nhiệt như Văn Quyến đã mang lại. Sai lầm đã được trả giá vì vậy đừng ai công kích anh như đám trẻ con nữa . Với tôi Văn Quyến luôn là cầu thủ tuyệt vời nhất trên sân cỏ , kí ức của anh vẫn luôn trọn vẹn trong tim , thứ bóng đá mà anh mang lại khác biệt so với phần còn lại, từng bước chạy của anh từng khiến cho già ,trẻ không ngừng nín thở để bùng nổ ... Tôi yêu bóng đá Việt Nam thứ bóng đá gắn liền với đôi chân của Văn Quyến đã đem lại . Cám ơn anh , Văn Quyến ❤️❤️"
@phanhoang7421,"văn quyến là người đưa tôi đến với bóng đá, còn henry là người truyền cảm hứng khi xem bóng đá"
@tranthu2918,Raun
@giacatluong6451,Thần Đồng nên éo thành Vàng được. Vàng vẫn giá trị hơn đồng.
@quangloibui3430,"nói quá hay, quyến nhỏ nhỏ mà chạy nhanh cứ như rô béo"
@huytruong4610,Ngày nào cũng gặp Văn Quyến 😃😃 ai biết nhà xe Văn Minh thì sẽ biết
@VN_0011,Quyến không bán độ chắc không có Công Vinh ngày hôm nay !
@patsonghip6358,Lúc đó việt nam mik nghèo nên việc bán độ thì mới có tiền nhưng việc đó là điều sai trái
@tunglethanh4735,Thần hay đồng cũng chỉ là óc chó  ko có não .và cái kết bị kinh bỉ
@Nhacaumy,Văn quyến bị bắt tôi nghỉ xem đá bóng việt nam cho đến khi u23 vài chung kết u23 châu á
@kingyoung9190,"Phản bội đất nước, thiên tài bán độ. Có tài mấy tao vẫn coi khinh. Đừng có đem từ NẾU ra đây, cuộc sống có chữ nếu thì VN vô địch World Cup rồi nhé."
@TanNguyen-ro5jo,Làm về Phan Thanh Bình đi ad
@ducvu6155,"Nghĩ về Văn Quyến vẫn thương, vẫn tiếc đứt ruột cho anh"
@thanhhien936,Chuyện qua đã lâu vẫn bị đào lại lm gì.
,có clip mình xem Văn Quyến mập và cũng đá bóng mà chỉ đá giải nhỏ.<br>Anh nói: cảm giác bóng giờ ko còn như trước nữa.... nghe mà thương.<br>Nếu Văn Quyến không sai lầm thì Công Vinh cũng chưa thể nổi đến bây giờ.<br>Công Vinh vs Văn Quyến là cặp bài trùng để đưa bóng đá Việt Nam thời bấy giờ.<br>01/12/2019 . Drone Việt .
@thanhtrung9330,tao deo bao gio coi thang van quyen la huyen thoai
@cuongtuan2598,"Đá bóng là một trong những nghề nhanh giàu nhất, tài giỏi mà mù quáng"
@herovlog2367,Nếu như khi đó có ai nâng đỡ thì chắc quyến đã không lạc lối...
@atvatvvta8107,quyền co nhung ban thang dang cấp nhất rất than dong thật la dang tiếc
@thilinhvo47,Solo với Văn Quyến thì không có thằng nào đủ trình.
@Van-truong35,"Dù sao vẫn là Fan của anh, và cũng may là đã dc gặp thần tượng tại TP Vinh khi anh đang đi đá phủi. A vẫn còn đẳng cấp lắm mỗi tội anh béo quá :))"
@atvatvvta8107,không ai co dung bong di thong minh va lat leo bang van quyết ca cong vinh chi la may man thoi
@tutu9908,"Đọc mà cứ sởn gai ốc,tiếc quá"
@mduong8088,"Thặc sự chưa có 1 ai tới tầm của Văn Quyến <br>Thế hệ trc thì có thiên tài Hồng Sơn nhưng rất tiết thời đó thẻ lực VN kém quá, <br>Tơi thời Quyến, 1 đội hình đồng đều cả về chất và lượng <br>Vậy mà Quyến và đồng nghiệp lỡ vất đi tất cả"
@LamTran-wk8oj,"Cậu ta là người lấy đi cảm hứng của tôi khi xem bóng đá Việt.sau tin đồn bán độ ấy niềm tin vào bóng đá Việt Nam đã không còn nữa,cho đến hiện tại tôi mới dần lấy lại cảm hứng vs bóng đá"
@tringuyen8972,Đi bóng như Messi
@tranthitrang7924,Idol của mình đây..ảnh dán đầy tủ
@truongmo922,Tiếc là a đã chọn sai con đường . Đáng trách nhưng cũng đáng thương . Haizz
@lamvu7553,Bán cả Tổ Quốc thì ko xứng với cái gọi thần đồng.
@vinhtranquang9323,Nhắt chi thằng bán độ này
@TuNguyen-dw9pb,Nói như đầu buồi. Tao chẳng biết thằng Quyến là thằng nào.
@vinhnguyenthanh9231,"Ai từng coi quyến đá mới thấy. Cảm giác bóng, chuyền sút nó nhẹ nhàng bay bổng lắm. Quyến đá mà như đi chơi vậy. Quang hải văn hậu giỏi thật, nhưng đúng là k biết bao h mới có quyến thứ 2"
@HungNguyen-ip4bz,"Về khía cạnh chơi bóng: Quyến khác biệt so vs phần còn lại ở độ quái, tinh tế. Hiện tại vẫn chưa cầu thủ nào của VN có được kỹ năng sát thủ này."
@minhchinhha5668,Tài năng đến đâu mà bán rẻ tổ quốc thì không đáng được tôn trọng! Miễn giải thích
@Buisan1991,Vâng  hai năm gần  đây. Va btv nhac lai. Nhưng  người  da bán đứng  tất ca người ham mộ  ca nước. Vi vậy  cứt  khong thối  người Buoi với  thối
@cuongdo9854,Tiếc qúa một tài năng lạc nối.
@langquen4211,Nhắc đến lại tiếc
@nguyenhuuhung639,Cái thời xem tivi nhà tôi bị già bóng. Xem không rõ hình ảnh bà con ạ
@huyquachtrong8766,VQ con cặc ;)))) thằng bán độ
@dutang6609,Nêu mà văn quyên vào thời điểm này thì quang hải không so đươc với văn quyến
@thokim6264,Tại sao..... tại sao......
@phioan9803,"VQ hay thì ai cũng công nhận, nhưng bảo Quang Hải ko là gì khi so với VQ thì hơi buồn cười, tác giả có vẻ hơi bị cuồng VQ quá. Xét thuần về tài năng thì Quang Hải chả thua ai trong toàn bộ lịch sử bóng đá VN, kĩ thuật tốt, tư duy chiến thuật tốt, làm bóng và ghi bàn đều ok, linh hoạt , đá được nhiều vị trí. Từ trước đến giờ xem VN đá đều cảm thấy khá là tù, nhưng từ khi QH đá, xem mượt hơn rất nhiều."
@viettrinh9421,neu nam ay ma kinh te nhu bay gio thi vn thong tri bong da dna tu thoi do roi
@hungvantrong8715,Có tài mà k có đức chỉ là kẻ vô dụng có đức mà k có tài thì làm việc gì cũng khó...hồ chủ tịch.
@thuytien888,Tiền luôn có thể làm mờ mắt con người
@zedlord1996,Thần tượng của tuổi thơ
@namhocong310,"Minh Phương , quốc vượn ,tái em, văn quyến ,. Sút !!!! Vào"
@manhnguyenduc8170,"quyến bán độ nhưng tao vẫn thích quyến nhất , cách chơi kỹ thuật như messi"
@DATNGUYEN-lp7pw,Thần Đồng
@chocopiesinhang1031,hồi đó cả làng tui<br>đặt tên con mình la quyến
@keyboardyamaha8490,Họ quên anh<br>Nhưng tôi thì không
@inhbaohoa4282,Ngủ thì chết thôi
@chanelsunny9404,Cái thời anh quyến ko có ronadol bồ đào nha mà chỉ có ronadol béo thôi nên anh đi theo phong cách nam mỹ chơi bóng và ăn chơi như ronadol béo ........
@trungthebui7963,Tuyệt vời... đối với tôi Văn Quyết là cầu thủ số 1 Việt Nam cho đến thời điểm hiện tại.
@ThinhNguyen-pp8zv,nếu văn quyến ko bán độ.thi công vinh ngồi dự bị rách quần lun ấy chứ 😂😂
@simaclan,Xem những clip ghi bàn của Quyến mới thấy đây là cầu thủ hiếm hoi của VN cho người xem cảm giác có thể cân cả hàng thủ đối phương. Quang Hải hiện nay rất xuất sắc nhưng lại cảm thấy Hải ở 1 góc độ khác chứ không phải kiểu sát thủ lạnh lùng như Quyến.
@hoangvuive6150,"Đến tận bây giờ, chú Quyến trong lòng cháu vẫn là duy nhất!"
@lehai7440,"&#39;Huyền thoại&#39; là phải có tài và đức chỉ xứng với công vinh,thằng này không xứng với hai chữ ấy"
@mebosuk9954,Do bhl ko biết qản lý cầu thủ
@phuclequang8769,"Văn Quyến vẫn là cầu thủ bóng đá Vietnam xuất sắc nhất trong lòng tôi....Sau cú vấp ngã của Quyến, tôi cũng quay lưng với bóng đã Vietnam.....Bacolod 2005 là cú sốc quá lớn đối với tôi...."
@Vinci1591,Nếu văn quyến ko lầm đường . Thì người ta sẽ ko biết cái thằng đánh đầu ăn rùa kia là ai
@khuongdv7325,Bán độ mà vẫn được một số cá nhân thần tượng =))
@CuongoLaggyyuuiiyyleuipi,nói thật thời đó công vinh tuổi lol
@manhle-rj3ij,Hưng yên là huyện nào vậy. Mk ở nghệ an mà ko biết huyện hưng yên
@nguyenson908,"phong cách Nam mỹ là cái gì đó k thể nào diễn tả đc, ma mị và cảm xúc. Quang Hải dứt điểm tốt, rê bóng hay, đá phạt tốt, nhưng tất cả điều đó VA còn làm tốt hơn"
@oikum1260,Đồ bán độ đem lên đây chi
@tanphathuynhngoc7143,Tôi không coi bóng đá từ khi Việt Nam bán đô
@tanphathuynhngoc7143,Việt Nam muốn vào World Cup thì cần 10 người như quyến <br>Nhưng tiếc wa <br>Anh giống như caslot
@teonek7903,Chỉ tiếc thời đó nghèo lương của các cầu thủ còn thấp...chứ như giờ đá 1 giải thì biết bao nguồn tài trợ
@QuynhNguyen-kf6kn,Chưa 1 lần mua ảnh của cầu thủ nào dán trong nhà..trừ a..thiên tài lạc lối của bóng đá Việt Nam.
@chauvan9706,Ko bị vậy văn quyến chắc đag đá ngoại hạng hoặc laliga
@latmuon4239,"Văn quyến thiên tai ban do thần đồng bán độ, nói mãi không thấy xấu hổ nó đã làm gì cho bóng đá Việt Nam"
@NguyenQuan-mw3su,Từ trước đến giờ vẫn hâm mộ duy nhất 1 tài năng bóng đá Văn Quyến
@tuantakano1345,Dừng lại như thế có khi lại hay! Để người ta có cái mà<br>Tiếc nuối
@vintran823,Tiếc tím người
@BinhLe-tw4zk,Đối với tôi Văn Quyến mãi là nhà vô địch bóng đá Việt Nam. Văn Quyến chỉ là do bị dụ dỗ vs lại vì hoàn cảnh khó khăn +thêm lúc đó tuổi anh còn rất trẻ nên a mới sa đà.😔
@monkey.dluffy345,"Tôi cảm thấy rất tiếc cho bản thân mình, phải chi tôi đc sinh ra sớm hơn và bt tới bóng đá sớm hơn thì có lẽ tôi đã đc sống trong những ngày tháng với những cung bậc cảm xúc khác nhau khi xem Phạm Văn Quyến chơi bóng"
@gaygay7213,Tội là tội ko thể so với công mà
@baoquan8774,Ở VN  trước giờ chưa thấy ai sinh ra có tố chất sát thủ vòng cấm như VQ
@hungquang7666,"tóm lại văn quyến chỉ hợp thần đồng với bóng đó thời đó thôi, ko so sánh bóng đá bây giờ đươc. tôi thấy vq bình thường. lại được thêm vết nhơ bán độ.thần đồng gì thì cũng nên dẹp sang 1 bên"
@thanhtran-lm6ru,Văn quyến thời đó nếu không bán độ anh hoàn toàn có thể đạt đến đẳng cấp như dangda của Thái Lan
@dovietanh4536,Sinh ra trong bối cảnh cả giải nhà nhà bán độ thì bảo sao nó không bán
@khanhnguyenanh8024,Tui bay lam dung tu nhieu qua gi la thien tai giai thich tao nghe di
@truongtomm5684,có ai thấy tính cách của văn quyến giống ronaldinho k nhỉ
@thanhtran-lm6ru,VQ của VN ít nhất phải ngang Chanatip của Thái Lan
@ChienNguyen-vf1fm,Ngày nhỏ thần tượng anh lắm. Nhưng tiếc rằng anh lại có lựa chọn sai lầm 😔
@onganhvlog6910,Đm thằng bán độ bán nước. Chết cmmd sống làm lol gì
@hdh3932,Thiên tài đến đâu mà bán rẻ danh dự của cả đất nước thì k đánh để dc nhắc tên
@hainguyenvan529,Nhìn cách chơi bóng và dứt điểm của a  rất giống messi nhưng tiếc là
@lbk_bolero7855,Tiếc quá 😔
@nhutrungtruong2920,A đã làm bao nhiêu người yêu bóng đá đẹp đã phải thốt lên “Giá Như”
@thachnguyen957,Có tài mà k có đức thì cũng vô dụng...chân lý cmnr
@thanhlephuc0405,Có lẽ VQ sai lầm nhưng nhờ đó sau này các cầu thủ bây giờ được chú ý và thưởng nhiều như bây giờ
@vanho171,Văn quyến mãi la cầu thủ tôi thích. Moi lỗi lầm đã qua r. Mọi người đừng nói lời cay đắng.
@vanho171,Lai dìm văn quyến vl.
@VuXuanQuy-CAOTO,đừng so sánh người hùng vs bán độ chứ
@ngocdunglam380,Lượt đi thắng 2-1 malaysia  . Vô Chung kết thua 0-1 coi mà ức chế .
@dongoixoaymotlonghuongthie465,Huyện hưng nguyên nghệ an
@DatLe-xt5qv,Văn quyến vẫn là số 1...
@denvan754,Văn quyến bị tai nạn xe gãy chân. Mà có ai hiểu được quyến đã bị hãm hại ...
@nguyenpham3478,Ngày trước nói đến tới bóng đá VN thì chỉ biết đến mỗi Văn Quyến và Văn Quyến..tiếc rơi nước mắt
@NamNguyen-ut5yh,Dc nghi vào sách giáo khoa luôn
@myface1237,So sánh lam boai gi vơi thằng bán độ
@nth1945,"Đến thời điểm hiện tại, vẫn chưa có cầu thủ nào tài năng dc như Quyến. Có lẽ Quyến sinh ra sai thời điểm"
@timho9576,"Quyến ơi là Quyến. Đau lòng tới mức thấu xương, nước mắt không ngừng rơi. Người đầu tiên ở Việt Nam được gọi bởi 2 cái danh xưng Cậu Bé Vàng và Thần Đồng 😢"
@hatranngoc8895,"Ngày xưa SLNA là cái nôi của bóng đá vn.<br>Văn quyến cũng là người duy nhất được công nhận thần đồng bóng đá vn,Sinh ra đã có khiếu bẩm sinh rồi.Chỉ tiếc là thiên tài nhưng lạc lối"
@nguyenseven9564,"Chỉ có nhật bản, hàn quốc, iraq, iran là 4 đội bóng đại gia của châu á là hạ được vn trong hơn 2 năm qua, ngoài ra chưa có đội nào tại đông nam á hạ được vn trong 90p."
@vandanh8119,QH xuất sắc và đã mang lại rất nhiều cảm xúc khi xem thi đấu nhưng đẳng cấp vẫn thua vq thật.
@inhcomeback6940,NHM đặt cho biệt danh là thần đồng thì tự hiểu !! Còn mấy thằng ko xem anh chơi bóng thì đừng nên sủa
